rank,record_id,title,authors_as_listed,arxiv,publication_year,frontier_labels,primary_arxiv_category,citation_count,citation_count_without_self_citations,citations_per_year,impact_proxy_score_0_100,frontier_count,placement_count,citation_source,inspire_url
327,arxiv:2203.07336,Effective Field Theory Matching and Applications,T. Cohen et al.,2203.07336,2022,Theory,hep-ph,8,4,1.8160348042262273,39.32960893854748,1,1,INSPIRE,https://inspirehep.net/literature/2051236
328,arxiv:2203.05525,Passive Low Energy Nuclear Recoil Detection with Color Centers – PALEOCCENE,K. Alfonso et al.,2203.05525,2022,Cosmic | Instrumentation | Neutrinos,hep-ex,8,2,1.8115313081215125,39.273743016759774,3,3,INSPIRE,https://inspirehep.net/literature/2049571
329,arxiv:2209.03281,Center-of-Mass Energy Determination using e+e−→μ+μ-(γ) Events at Future e+e− Colliders,"B. Madison, G. W. Wilson.",2209.03281,2022,Accelerator Science and Technology | Energy | Instrumentation,hep-ex,7,1,1.7854399441340782,37.06703910614525,3,3,INSPIRE,https://inspirehep.net/literature/2148155
330,arxiv:2201.04219,Light Dark Matter Detection with Hydrogen-Rich Crystals and Low-Tc TES Detectors,G. Wang et al.,2201.04219,2022,Cosmic | Instrumentation,physics.ins-det,8,8,1.748653500897666,39.162011173184354,2,2,INSPIRE,https://inspirehep.net/literature/2009638
331,arxiv:2207.05103,A Grand Scan of the pMSSM Parameter Space for Snowmass 2021,J. Dickinson et al.,2207.05103,2022,Cosmic | Energy,hep-ph,7,6,1.7159395973154363,36.95530726256983,2,2,INSPIRE,https://inspirehep.net/literature/2110870
332,arxiv:2111.12156,Event-Level Variables for Semivisible Jets using Anomalous Jet Tagging,"H. Beauchesne, G. Grilli di Cortona.",2111.12156,2021,Energy | Theory,hep-ph,8,6,1.6988372093023254,39.05027932960894,2,2,INSPIRE,https://inspirehep.net/literature/1975603
333,arxiv:2205.05745,Probing the Cosmic Dark Ages with the Lunar Crater Radio Telescope,A. Goel et al.,2205.05745,2022,Cosmic,astro-ph.CO,7,7,1.648452611218569,36.84357541899441,1,1,INSPIRE,https://inspirehep.net/literature/2080676
334,arxiv:2204.03713,Climate of the Field: Snowmass 2021,E. V. Hansen et al.,2204.03713,2022,Community Engagement,physics.soc-ph,7,1,1.6130914826498421,36.787709497206706,1,1,INSPIRE,https://inspirehep.net/literature/2065066
335,arxiv:2204.01992,Enabling Flagship Dark Energy Experiments to Reach their Full Potential,J. A. Blazek et al.,2204.01992,2022,Cosmic,astro-ph.CO,7,1,1.6110586011342154,36.73184357541899,1,1,INSPIRE,https://inspirehep.net/literature/2063299
336,arxiv:2204.01860,LANSCE-PSR Short-Pulse Upgrade for Improved Dark Sector Particle Searches with the Coherent Captain Mills Experiment,R. G. Van de Water et al.,2204.01860,2022,Accelerator Science and Technology | Neutrinos | Rare Processes and Precision Measurements,physics.ins-det,7,7,1.610044080604534,36.675977653631286,3,3,INSPIRE,https://inspirehep.net/literature/2063274
337,arxiv:2005.05221,Physics Potential of Timing Layers in Future Collider Detectors,S.V. Chekanov et al.,2005.05221,2020,Energy | Instrumentation,physics.ins-det,10,7,1.6012713722051732,42.0949720670391,2,2,INSPIRE,https://inspirehep.net/literature/1795111
338,arxiv:2203.13900,4-Dimensional Trackers,D. Berry et al.,2203.13900,2022,Instrumentation,physics.ins-det,7,3,1.599968710888611,36.536312849162016,1,1,INSPIRE,https://inspirehep.net/literature/2058917
339,arxiv:2203.13768,The CAFAna Framework for Neutrino Analysis,C. Backhouse et al.,2203.13768,2022,Computational | Neutrinos,hep-ex,7,7,1.599968710888611,36.536312849162016,2,2,INSPIRE,https://inspirehep.net/literature/2058498
340,arxiv:2203.11513,Power Dynamics in Physics,A. K. Hodari et al.,2203.11513,2022,Community Engagement,physics.soc-ph,7,1,1.5969706433479076,36.452513966480446,1,1,INSPIRE,https://inspirehep.net/literature/2094668
341,arxiv:2203.11047,Transformative Technology for FLASH Radiation Therapy,S. Boucher et al.,2203.11047,2022,Accelerator Science and Technology | Community Engagement,physics.med-ph,7,4,1.5959737827715357,36.39664804469274,2,2,INSPIRE,https://inspirehep.net/literature/2055924
342,arxiv:2203.09718,An Impartial Perspective for Superconducting Nb3Sn coated Copper RF Cavities for Future Accelerators,E. Barzi et al.,2203.09718,2022,Accelerator Science and Technology | Energy | Rare Processes and Precision Measurements,physics.acc-ph,7,3,1.5919987546699876,36.340782122905026,3,3,INSPIRE,https://inspirehep.net/literature/2054669
343,arxiv:2203.08736,REBCO – a Silver Bullet for our Next High-Field Magnet and Collider Budget?,X. Wang et al.,2203.08736,2022,Accelerator Science and Technology,physics.acc-ph,7,5,1.5910080896079652,36.28491620111732,1,1,INSPIRE,https://inspirehep.net/literature/2053469
344,arxiv:2203.08353,High Energy & High Luminosity γγ Colliders,E. Barzi et al.,2203.08353,2022,Accelerator Science and Technology | Cosmic | Energy | Neutrinos | Rare Processes and Precision Measurements | Theory,physics.acc-ph,7,5,1.5900186567164178,36.14525139664805,6,6,INSPIRE,https://inspirehep.net/literature/2053456
345,arxiv:2203.08208,Need for Amplitude Analysis in the Discovery of New Hadrons,M. Albaladejo et al.,2203.08208,2022,Rare Processes and Precision Measurements,hep-ph,7,6,1.5900186567164178,36.14525139664805,1,1,INSPIRE,https://inspirehep.net/literature/2053325
346,arxiv:2203.08347,Sensitivity to Decays of Long-Lived Dark Photons at the ILC,L. Jeanty et al.,2203.08347,2022,Energy,hep-ph,7,6,1.5900186567164178,36.14525139664805,1,1,INSPIRE,https://inspirehep.net/literature/2053447
347,arxiv:2203.08107,Simplified Dark Matter Models with Charged Mediators,T. Ghosh et al.,2203.08107,2022,Energy | Rare Processes and Precision Measurements | Theory,hep-ph,7,4,1.5900186567164178,36.14525139664805,3,3,INSPIRE,https://inspirehep.net/literature/2052595
348,arxiv:2203.07056,Stau Study at the ILC and its Implication for the Muon g-2 Anomaly,M. Endo et al.,2203.07056,2022,Energy,hep-ph,7,3,1.589030453697949,35.977653631284916,1,1,INSPIRE,https://inspirehep.net/literature/2051083
349,arxiv:2203.07344,Top-Quark Mass Extraction from t tbar j+X Events at the LHC: Theory Predictions,S. Alioli et al.,2203.07344,2022,Energy | Theory,hep-ph,7,5,1.589030453697949,35.977653631284916,2,2,INSPIRE,https://inspirehep.net/literature/2051288
350,arxiv:2106.06494,Hidden Sectors and a Multi-Temperature Universe,A. Aboubrahim et al.,2106.06494,2021,Cosmic | Theory,hep-ph,8,2,1.550132625994695,38.04469273743017,2,2,INSPIRE,https://inspirehep.net/literature/1868392
351,arxiv:2208.12379,Challenges and Opportunities to Assure Future Manufacturing of Magnet Conductors for the Accelerator Sector,L. Cooley et al.,2208.12379,2022,Accelerator Science and Technology,physics.acc-ph,6,3,1.5166089965397924,33.1657355679702,1,1,INSPIRE,https://inspirehep.net/literature/2142296
352,arxiv:2207.11055,High Precision in CKM Unitarity Tests in b and c Decays,"A. Lenz, S. Monteil.",2207.11055,2022,Rare Processes and Precision Measurements,hep-ex,6,5,1.4817444219066935,33.109869646182496,1,1,INSPIRE,https://inspirehep.net/literature/2121027
353,arxiv:2206.01849,Building a Culture of Equitable Access and Success for Marginalized Members in Today's Particle Physics Community,K. A. Assamagan et al.,2206.01849,2022,Community Engagement,physics.soc-ph,6,1,1.4342277486910993,33.05400372439479,1,1,INSPIRE,https://inspirehep.net/literature/2091565
354,arxiv:2204.00149,Electronics for Fast Timing,D. Braga et al.,2204.00149,2022,Instrumentation,physics.ins-det,6,4,1.376570351758794,32.998137802607076,1,1,INSPIRE,https://inspirehep.net/literature/2061375
355,arxiv:2203.12043,"High Efficiency, Low Cost, RF Sources for Accelerators and Colliders",R. L. Ives et al.,2203.12043,2022,Accelerator Science and Technology,physics.acc-ph,6,3,1.3688319800124922,32.91433891992551,1,1,INSPIRE,https://inspirehep.net/literature/2661187
356,arxiv:2203.11518,Informal Socialization in Physics Training,A. K. Hodari et al.,2203.11518,2022,Community Engagement,physics.ed-ph,6,0,1.3688319800124922,32.91433891992551,1,1,INSPIRE,https://inspirehep.net/literature/2094674
357,arxiv:2203.11226,Multi-Experiment Probes for Dark Energy – Transients,A. G. Kim et al.,2203.11226,2022,Cosmic,astro-ph.CO,6,1,1.3679775280898878,32.83054003724395,1,1,INSPIRE,https://inspirehep.net/literature/2056850
358,arxiv:2203.10431,"Critical Problems of Energy Frontier Muon Colliders: Optics, Magnets, and Radiation",Yu. I. Alexahin et al.,2203.10431,2022,Accelerator Science and Technology,physics.acc-ph,6,2,1.366271820448878,32.774674115456236,1,1,INSPIRE,https://inspirehep.net/literature/2055939
359,arxiv:2203.10198,The Ion Fluorescence Chamber (IFC): A New Concept for Directional Dark Matter and Topologically Imaging Neutrinoless Double Beta Decay Searches,B. J. P. Jones et al.,2203.10198,2022,Instrumentation | Neutrinos,physics.ins-det,6,2,1.3654205607476637,32.71880819366853,2,2,INSPIRE,https://inspirehep.net/literature/2055563
360,arxiv:2203.09512,Higgs Coupling Sensitivities and Model-Independent Bounds on the Scale of New Physics,F. Abu-Ajamieh et al.,2203.09512,2022,Energy,hep-ph,6,1,1.3645703611457038,32.66294227188082,1,1,INSPIRE,https://inspirehep.net/literature/2054204
361,arxiv:2203.08779,The Selena Neutrino Experiment,A. E. Chavarria et al.,2203.08779,2022,Neutrinos,physics.ins-det,6,2,1.3637212196639703,32.60707635009311,1,1,INSPIRE,https://inspirehep.net/literature/2053723
362,arxiv:2203.07944,Measurement of ALR using Radiative REturn at ILC 250,T. Mizuno et al.,2203.07944,2022,Energy,hep-ex,6,3,1.362873134328358,32.49534450651769,1,1,INSPIRE,https://inspirehep.net/literature/2052490
363,arxiv:2203.07668,Measuring the Tau Polarization at ILC,"K. Yumino, D. Jeans.",2203.07668,2022,Energy,hep-ex,6,2,1.362873134328358,32.49534450651769,1,1,INSPIRE,https://inspirehep.net/literature/2052592
364,arxiv:2203.07786,U(1)_T3R Extension of Standard Model: A Sub-GeV Dark Matter Model,B. Dutta et al.,2203.07786,2022,Cosmic | Theory,hep-ph,6,3,1.362873134328358,32.49534450651769,2,2,INSPIRE,https://inspirehep.net/literature/2052918
365,arxiv:2203.07237,HEP Computing Collaborations for the Challenges of the Next Decade,S. Campana et al.,2203.07237,2022,Computational,physics.comp-ph,6,6,1.3620261031696705,32.32774674115456,1,1,INSPIRE,https://inspirehep.net/literature/2051900
366,arxiv:2203.07328,Snowmass 2021 Community Survey Report,G. Agarwal et al.,2203.07328,2022,Community Engagement,hep-ex,6,5,1.3620261031696705,32.32774674115456,1,1,INSPIRE,https://inspirehep.net/literature/2051242
367,arxiv:2203.07423,Sustainability Considerations for Accelerator and Collider Facilities,T. Roser.,2203.07423,2022,Accelerator Science and Technology | Community Engagement,physics.acc-ph,6,6,1.3620261031696705,32.32774674115456,2,2,INSPIRE,https://inspirehep.net/literature/2052680
368,arxiv:2203.06525,MPGDs for Tracking and Muon Detection at Future High Energy Physics Colliders,K. Black et al.,2203.06525,2022,Instrumentation,physics.ins-det,6,4,1.3603351955307261,32.21601489757914,1,1,INSPIRE,https://inspirehep.net/literature/2051609
369,arxiv:2203.06253,Fast Cycling HTS Based Superconducting Accelerator Magnets: Feasibility Study and Readiness Demonstration Program Driven by Neutrino Physics and Muon Collider Needs,H. Piekarz et al.,2203.06253,2022,Accelerator Science and Technology,physics.acc-ph,6,1,1.3594913151364763,32.10428305400372,1,1,INSPIRE,https://inspirehep.net/literature/2051542
370,arxiv:2203.06164,Higgs Factory Considerations,J. A. Bagger et al.,2203.06164,2022,Accelerator Science and Technology | Energy,hep-ex,6,2,1.3594913151364763,32.10428305400372,2,2,INSPIRE,https://inspirehep.net/literature/2050217
371,arxiv:2203.06024,Radiation Hardened Beam Instrumentations for Multi-Mega-Watt Beam Facilities,K. Yonehara.,2203.06024,2022,Accelerator Science and Technology,physics.acc-ph,6,4,1.3594913151364763,32.10428305400372,1,1,INSPIRE,https://inspirehep.net/literature/2050405
372,arxiv:2203.03700,Angular Cuts to Reduce the tau taubar+jet Background to the Higgsino Signal at the LHC,H. Baer et al.,2203.03700,2022,Energy,hep-ph,6,2,1.3561262376237624,31.992551210428303,1,1,INSPIRE,https://inspirehep.net/literature/2048385
373,arxiv:1901.11146,Studies of Granularity of a Hadronic Calorimeter for Tens-of-TeV Jets at a 100 TeV pp Collider,C.-H. Yeh et al.,1901.11146,2019,Energy | Instrumentation,physics.ins-det,10,5,1.3291484716157207,40.08379888268156,2,2,INSPIRE,https://inspirehep.net/literature/1717858
374,arxiv:2209.07429,CP Violation in b and c Quark Decays,A. Dery et al.,2209.07429,2022,Rare Processes and Precision Measurements,hep-ph,5,5,1.2824789325842696,28.882681564245807,1,1,INSPIRE,https://inspirehep.net/literature/2152228
375,arxiv:2209.03303,Model-Agnostic Exploration of the Mass Reach of Precision Higgs Boson Coupling Measurements,M. E. Peskin.,2209.03303,2022,Energy,hep-ph,5,3,1.275314245810056,28.798882681564244,1,1,INSPIRE,https://inspirehep.net/literature/2148154
376,arxiv:2209.03333,Single Vector-Like Top Quark Production via Chromomagnetic Interactions at Present and Future Hadron Colliders at the LHC and FCC-hh/SppC Colliders,A. Belyaev et al.,2209.03333,2022,Energy,hep-ph,5,3,1.275314245810056,28.798882681564244,1,1,INSPIRE,https://inspirehep.net/literature/2148151
377,arxiv:2209.01995,Elementary Particle Non-Perturbative Mass Generation. A Step towards a Beyond-the-Standard-Model Model,G. Rossi.,2209.01995,2022,Energy,hep-ph,5,0,1.2735355648535565,28.687150837988824,1,1,INSPIRE,https://inspirehep.net/literature/2147149
378,arxiv:2209.01899,Sensitivity to Heavy Neutral Leptons with the SAND Detector at the DUNE ND Complex,Z. G. Moghaddam et al.,2209.01899,2022,Neutrinos,hep-ex,5,5,1.2735355648535565,28.687150837988824,1,1,INSPIRE,https://inspirehep.net/literature/2147069
379,arxiv:2207.09060,Data Science and Machine Learning in Education,G. Benelli et al.,2207.09060,2022,Community Engagement | Computational,physics.ed-ph,5,2,1.2322874493927125,28.60335195530726,2,2,INSPIRE,https://inspirehep.net/literature/2116912
380,arxiv:2205.00031,Physics at Future Colliders: the Interplay Between Energy and Luminosity,"Z. Liu, L.-T. Wang.",2205.00031,2022,Accelerator Science and Technology | Energy,hep-ph,5,4,1.168426103646833,28.547486033519547,2,2,INSPIRE,https://inspirehep.net/literature/2075435
381,arxiv:2204.04045,Probing Fundamental Physics With Multi-Modal Cosmic Ray Events,D. Beznosko et al.,2204.04045,2022,Cosmic,hep-ex,5,0,1.1500314861460956,28.49162011173184,1,1,INSPIRE,https://inspirehep.net/literature/2064815
382,arxiv:2203.15729,"Evaluating the ILC SUSY Reach in the Most Challenging Scenario: Stau NLSP, Low ΔM , Lowest Cross Section",M. T. Núñez Pardo de Vera et al.,2203.15729,2022,Energy,hep-ph,5,2,1.145702634880803,28.435754189944127,1,1,INSPIRE,https://inspirehep.net/literature/2059506
383,arxiv:2203.13985,A Strategic Approach to Advance Magnet Technology for Next Generation Colliders,G. Ambrosio et al.,2203.13985,2022,Accelerator Science and Technology,physics.acc-ph,5,1,1.1435504070131497,28.37988826815642,1,1,INSPIRE,https://inspirehep.net/literature/2059080
384,arxiv:2203.11508,Policing and Gatekeeping in STEM,A. K. Hodari et al.,2203.11508,2022,Community Engagement,physics.ed-ph,5,0,1.140693316677077,28.32402234636871,1,1,INSPIRE,https://inspirehep.net/literature/2094672
385,arxiv:2203.11129,Electroweak Fragmentation at High Energies,T. Han et al.,2203.11129,2022,Energy | Theory,hep-ph,5,2,1.1399812734082397,28.268156424581,2,2,INSPIRE,https://inspirehep.net/literature/2055750
386,arxiv:2203.10203,Belle II Executive Summary,D. M. Asner et al.,2203.10203,2022,Rare Processes and Precision Measurements,hep-ex,5,4,1.1378504672897196,28.21229050279329,1,1,INSPIRE,https://inspirehep.net/literature/2055635
387,arxiv:2203.09336,The Necessity of International Particle Physics Opportunities for American Education,E. Arce-Lareta et al.,2203.09336,2022,Accelerator Science and Technology | Community Engagement,physics.ed-ph,5,0,1.1371419676214198,28.15642458100558,2,2,INSPIRE,https://inspirehep.net/literature/2054210
388,arxiv:2203.08338,Dark-matter And Neutrino Computation Explored (DANCE) Community Input to Snowmass,A. Roberts et al.,2203.08338,2022,Computational,hep-ex,5,3,1.1357276119402984,28.100558659217874,1,1,INSPIRE,https://inspirehep.net/literature/2053440
389,arxiv:2203.07620,Innovations in Trigger and Data Acquisition Systems for Next-Generation Physics Facilities,R. Bartoldus et al.,2203.07620,2022,Community Engagement | Computational | Instrumentation,hep-ex,5,4,1.1350217526413922,27.988826815642454,3,3,INSPIRE,https://inspirehep.net/literature/2052510
390,arxiv:2203.07572,Measuring the Electron Neutrino Mass using the Electron Capture Decay of 163Ho,J. Ullom et al.,2203.07572,2022,Instrumentation | Neutrinos,nucl-ex,5,2,1.1350217526413922,27.988826815642454,2,2,INSPIRE,https://inspirehep.net/literature/2052377
391,arxiv:2203.07406,SMEFT at the LHC and Beyond,W. Shepherd.,2203.07406,2022,Energy | Theory,hep-ph,5,2,1.1350217526413922,27.988826815642454,2,2,INSPIRE,https://inspirehep.net/literature/2052401
392,arxiv:2203.06131,BSM Neutrino Physics: Complementarity across Energies,T. Han et al.,2203.06131,2022,Energy | Rare Processes and Precision Measurements | Theory,hep-ph,5,2,1.132909429280397,27.877094972067034,3,3,INSPIRE,https://inspirehep.net/literature/2050428
393,arxiv:2203.04714,Modeling Needs for High Power Target,C. Barbier et al.,2203.04714,2022,Accelerator Science and Technology,physics.acc-ph,5,1,1.1315055762081785,27.821229050279324,1,1,INSPIRE,https://inspirehep.net/literature/2049104
394,arxiv:2203.03852,Combined Signatures of Heavy Higgses and Vectorlike Fermions at the HL-LHC,R. Dermisek et al.,2203.03852,2022,Energy | Theory,hep-ph,5,1,1.130105198019802,27.765363128491614,2,2,INSPIRE,https://inspirehep.net/literature/2048036
395,arxiv:2202.08154,Supersymmetric Lattice Theories,S. Catterall et al.,2202.08154,2022,Theory,hep-lat,5,3,1.11697247706422,27.709497206703908,1,1,INSPIRE,https://inspirehep.net/literature/2033361
396,arxiv:2103.10217,Model-Independent Searches for New Physics in Multi-Body Invariant Masses,S. V. Chekanov et al.,2103.10217,2021,Energy | Theory,hep-ph,6,2,1.1124365482233503,30.651769087523277,2,2,INSPIRE,https://inspirehep.net/literature/1852327
397,arxiv:2202.02194,"HL-LHC Computing Review Stage 2, Common Software Projects: Data Science Tools for Analysis",J. Pivarski et al.,2202.02194,2022,Computational,physics.data-an,5,2,1.1088342440801457,27.597765363128488,1,1,INSPIRE,https://inspirehep.net/literature/2027698
398,arxiv:2207.06213,U.S. National Accelerator R&D Program on Future Colliders,P. C. Bhat et al.,2207.06213,2022,Accelerator Science and Technology,physics.acc-ph,4,0,0.9818548387096774,23.89199255121043,1,1,INSPIRE,https://inspirehep.net/literature/2111233
399,arxiv:2204.01072,Conductor Properties and Coil Technology for a Bi2212 Dipole Insert for 20 Tesla Hybrid Accelerator Magnets,E. Barzi.,2204.01072,2022,Accelerator Science and Technology,physics.acc-ph,4,1,0.9194461925739459,23.83612662942272,1,1,INSPIRE,https://inspirehep.net/literature/2062314
400,arxiv:2204.00701,Feedback and Control Systems for Future Linear Colliders,D. Filippetto et al.,2204.00701,2022,Accelerator Science and Technology,physics.acc-ph,4,4,0.9182903834066625,23.78026070763501,1,1,INSPIRE,https://inspirehep.net/literature/2062570
401,arxiv:2203.16979,Quantum Networks for High Energy Physics,A. Derevianko et al.,2203.16979,2022,Computational,quant-ph,4,3,0.917713567839196,23.7243947858473,1,1,INSPIRE,https://inspirehep.net/literature/2060734
402,arxiv:2203.15984,Advanced RF Sources R&D for Economical Future Colliders,B. Weatherford et al.,2203.15984,2022,Accelerator Science and Technology,physics.acc-ph,4,1,0.9165621079046424,23.66852886405959,1,1,INSPIRE,https://inspirehep.net/literature/2060249
403,arxiv:2203.15062,Fast (Optical) Links”,M. Newcomer et al.,2203.15062,2022,Instrumentation,physics.ins-det,4,2,0.915987460815047,23.584729981378025,1,1,INSPIRE,https://inspirehep.net/literature/2059460
404,arxiv:2203.14894,Readout Technologies for Future Detectors,M. Begel et al.,2203.14894,2022,Instrumentation,physics.ins-det,4,3,0.915987460815047,23.584729981378025,1,1,INSPIRE,https://inspirehep.net/literature/2059457
405,arxiv:2203.11662,Enhancing HEP Research in Predominantly Undergraduate Institutions and Community Colleges,M. Bellis et al.,2203.11662,2022,Community Engagement,physics.ed-ph,4,1,0.9119850187265918,23.500931098696462,1,1,INSPIRE,https://inspirehep.net/literature/2056884
406,arxiv:2203.10393,In Search of Excellence and Equity in Physics,E. Barzi et al.,2203.10393,2022,Accelerator Science and Technology | Community Engagement | Cosmic | Computational | Energy | Instrumentation | Neutrinos | Rare Processes and Precision Measurements | Theory | Underground Facilities and Infrastructure,physics.soc-ph,4,4,0.9108478802992519,23.445065176908752,10,10,INSPIRE,https://inspirehep.net/literature/2055661
407,arxiv:2203.10060,Why should the U.S. Care about High Energy Physics in Africa and Latin America?,K. A. Assamagan et al.,2203.10060,2022,Community Engagement,physics.soc-ph,4,0,0.9102803738317757,23.389199255121042,1,1,INSPIRE,https://inspirehep.net/literature/2054971
408,arxiv:2203.09094,Near Term Applications driven by Advanced Accelerator Concepts,C. Emma et al.,2203.09094,2022,Accelerator Science and Technology,physics.acc-ph,4,3,0.9097135740971358,23.333333333333332,1,1,INSPIRE,https://inspirehep.net/literature/2054187
409,arxiv:2203.08748,Accessibility in High Energy Physics: Lessons from the Snowmass Process,K. A. Assamagan et al.,2203.08748,2022,Community Engagement,physics.ed-ph,4,1,0.9091474797759802,23.24953445065177,1,1,INSPIRE,https://inspirehep.net/literature/2053813
410,arxiv:2203.08981,Laser-Driven Structure-Based Accelerators,R. J. England et al.,2203.08981,2022,Accelerator Science and Technology,physics.acc-ph,4,3,0.9091474797759802,23.24953445065177,1,1,INSPIRE,https://inspirehep.net/literature/2054297
411,arxiv:2203.08809,"Broadening the Scope of Education, Career and Open Science in HEP",S. Malik et al.,2203.08809,2022,Community Engagement,physics.ed-ph,4,1,0.9085820895522387,22.942271880819366,1,1,INSPIRE,https://inspirehep.net/literature/2054147
412,arxiv:2203.07885,Data Storage for HEP Experiments in the Era of High-Performance Computing,A. Bashyal et al.,2203.07885,2022,Computational,hep-ex,4,2,0.9085820895522387,22.942271880819366,1,1,INSPIRE,https://inspirehep.net/literature/2052491
413,arxiv:2203.08280,Data Transfer and Network Services Management for Domain Science Workflows,T. Lehman et al.,2203.08280,2022,Computational,cs.NI,4,2,0.9085820895522387,22.942271880819366,1,1,INSPIRE,https://inspirehep.net/literature/2053809
414,arxiv:2203.08054,High Field Magnet Development for HEP in Europe: A Proposal from LDG HFM Expert Panel,P. Védrine et al.,2203.08054,2022,Accelerator Science and Technology,physics.acc-ph,4,3,0.9085820895522387,22.942271880819366,1,1,INSPIRE,https://inspirehep.net/literature/2052887
415,arxiv:2203.07901,"Introduction to a Low-Mass Dark Matter Project, ALETHEIA: A Liquid hElium Time projection cHambEr In dArk matter",J. Liao et al.,2203.07901,2022,Cosmic | Instrumentation | Neutrinos | Rare Processes and Precision Measurements | Underground Facilities and Infrastructure,astro-ph.IM,4,4,0.9085820895522387,22.942271880819366,5,5,INSPIRE,https://inspirehep.net/literature/2052981
416,arxiv:2203.08804,IsoDAR Overview,J. R. Alonso et al.,2203.08804,2022,Accelerator Science and Technology | Community Engagement | Neutrinos,hep-ex,4,1,0.9085820895522387,22.942271880819366,3,3,INSPIRE,https://inspirehep.net/literature/2054161
417,arxiv:2203.07654,Leading-Edge Technology And Feasibility-Directed (LEAF) Program Aimed at Readiness Demonstration for Energy Frontier Circular Colliders by the Next Decade,G. Ambrosio et al.,2203.07654,2022,Accelerator Science and Technology,physics.acc-ph,4,1,0.9085820895522387,22.942271880819366,1,1,INSPIRE,https://inspirehep.net/literature/2052748
418,arxiv:2203.07919,Report of the Snowmass'21 Workshop on High-Power Cyclotrons and FFAs,D. Winklehner et al.,2203.07919,2022,Accelerator Science and Technology | Neutrinos,physics.acc-ph,4,3,0.9085820895522387,22.942271880819366,2,2,INSPIRE,https://inspirehep.net/literature/2052885
419,arxiv:2203.07994,Sensitivity to Longitudinal Vector Boson Scattering in W±W±jj at Future Hadron Colliders,A. Apyan et al.,2203.07994,2022,Energy,hep-ph,4,3,0.9085820895522387,22.942271880819366,1,1,INSPIRE,https://inspirehep.net/literature/2052509
420,arxiv:2203.07614,Detector and Beamline Simulation for Next-Generation High Energy Physics Experiments,S. Banerjee et al.,2203.07614,2022,Cosmic | Computational | Energy | Instrumentation | Neutrinos | Rare Processes and Precision Measurements,hep-ex,4,1,0.9080174021131137,22.579143389199256,6,6,INSPIRE,https://inspirehep.net/literature/2052503
421,arxiv:2203.07352,"Development and Demonstration of Next Generation Technology for Nb_3Sn Accelerator Magnets with Lower Cost, Improved Performance Uniformity, and Higher Operating Point in the 12-14 T Range",G. Ambrosio et al.,2203.07352,2022,Accelerator Science and Technology,physics.acc-ph,4,1,0.9080174021131137,22.579143389199256,1,1,INSPIRE,https://inspirehep.net/literature/2051629
422,arxiv:2203.07286,Precision Timing for Collider-Experiment-Based Calorimetry,S. V. Chekanov et al.,2203.07286,2022,Instrumentation,physics.ins-det,4,1,0.9080174021131137,22.579143389199256,1,1,INSPIRE,https://inspirehep.net/literature/2051228
423,arxiv:2203.06929,Probing Heavy Majorana Neutrino Pair Production at ILC in a U(1)_{B−L} Extension of the Standard Model,J. Nakajima et al.,2203.06929,2022,Energy,hep-ex,4,2,0.9080174021131137,22.579143389199256,1,1,INSPIRE,https://inspirehep.net/literature/2051103
424,arxiv:2203.06799,Future Prospects for Parton Showers,N. Darvishi et al.,2203.06799,2022,Theory,hep-ph,4,1,0.9074534161490683,22.439478584729983,1,1,INSPIRE,https://inspirehep.net/literature/2051428
425,arxiv:2203.06112,Solving Simulation Systematics in and with AI/ML,B. Viren et al.,2203.06112,2022,Computational,hep-ex,4,3,0.9063275434243175,22.383612662942273,1,1,INSPIRE,https://inspirehep.net/literature/2050096
426,arxiv:2203.03710,The Composite Higgs Signal at the Next Big Collider,K. Lane.,2203.03710,2022,Energy,hep-ph,4,3,0.9040841584158416,22.327746741154563,1,1,INSPIRE,https://inspirehep.net/literature/2047927
427,arxiv:2203.01396,Good Things to do with Extra Higgs Doublets,H. Davoudiasl et al.,2203.01396,2022,Energy,hep-ph,4,4,0.9012954966070327,22.271880819366853,1,1,INSPIRE,https://inspirehep.net/literature/2044892
428,arxiv:2202.12343,Physics Opportunities with PROSPECT-II,M. Andriamirado et al.,2202.12343,2022,Neutrinos,hep-ex,4,2,0.8979717271051014,22.216014897579143,1,1,INSPIRE,https://inspirehep.net/literature/2039044
429,arxiv:2202.11529,Some Aspects of the Impact of the Electron Ion Collider on Particle Physics at the Energy Frontier,"S.V. Chekanov, S. Magill.",2202.11529,2022,Energy,hep-ph,4,3,0.8974201474201474,22.160148975791433,1,1,INSPIRE,https://inspirehep.net/literature/2037043
430,arxiv:2207.00124,Public Policy and Government Engagement: Congressional Advocacy for Areas Beyond HEP Funding,R. Diurba et al.,2207.00124,2022,Community Engagement,physics.soc-ph,3,0,0.7300133244503664,17.45810055865922,1,1,INSPIRE,https://inspirehep.net/literature/2104991
431,arxiv:2207.00122,Public Policy and Government Engagement: Congressional Advocacy for HEP Funding (The 'DC Trip'),M. Carneiro et al.,2207.00122,2022,Community Engagement,physics.soc-ph,3,0,0.7300133244503664,17.45810055865922,1,1,INSPIRE,https://inspirehep.net/literature/2104993
432,arxiv:2207.00125,Public Policy and Government Engagement: Non-Congressional Government Engagement,R. Diurba et al.,2207.00125,2022,Community Engagement,physics.soc-ph,3,0,0.7300133244503664,17.45810055865922,1,1,INSPIRE,https://inspirehep.net/literature/2104992
