placement_number,record_id,title,authors_as_listed,arxiv,external_url,frontier_code,frontier,topic,paper_path,official_pdf_url
739,,Ultrafast Inorganic Crystals with Mass Production Capability for Future High-Rate Experiments,C. Hu et al.,2203.06788,https://arxiv.org/abs/2203.06788,RPF,Rare Processes and Precision Measurements,Charged Lepton Flavor Violation,papers/2203.06788.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06788.pdf
740,,"Experimental Searches for Muon to Electron Conversion in a Nucleus: COMET, DeeMe, and Mu2e",S. Middleton et al.,2203.07089,https://arxiv.org/abs/2203.07089,RPF,Rare Processes and Precision Measurements,Charged Lepton Flavor Violation,papers/2203.07089.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07089.pdf
741,,Mu2e-II: Muon to Electron Conversion with PIP-II,K. Byrum et al.,2203.07569,https://arxiv.org/abs/2203.07569,RPF,Rare Processes and Precision Measurements,Charged Lepton Flavor Violation,papers/2203.07569.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07569.pdf
742,,Design Considerations for Fermilab Multi-MW Proton Facility in the DUNE/LBNF era,J. Eldred et al.,2203.08276,https://arxiv.org/abs/2203.08276,RPF,Rare Processes and Precision Measurements,Charged Lepton Flavor Violation,papers/2203.08276.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08276.pdf
743,,A New Charged Lepton Flavor Violation Program at Fermilab,M. Aoki et al.,2203.08278,https://arxiv.org/abs/2203.08278,RPF,Rare Processes and Precision Measurements,Charged Lepton Flavor Violation,papers/2203.08278.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08278.pdf
744,,Muonium to Antimuonium Conversion,A.-Y. Bai et al.,2203.11406,https://arxiv.org/abs/2203.11406,RPF,Rare Processes and Precision Measurements,Charged Lepton Flavor Violation,papers/2203.11406.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.11406.pdf
745,,Charged Lepton Flavor Violation in the Tau Sector,S. Banerjee et al.,2203.14919,https://arxiv.org/abs/2203.14919,RPF,Rare Processes and Precision Measurements,Charged Lepton Flavor Violation,papers/2203.14919.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.14919.pdf
746,,The Mu3e Experiment,G. Hesketh et al.,2204.00001,https://arxiv.org/abs/2204.00001,RPF,Rare Processes and Precision Measurements,Charged Lepton Flavor Violation,papers/2204.00001.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2204.00001.pdf
747,,Physics Reach of a Long-Lived Particle Detector at Belle II,S. Dreyer et al.,2105.12962,https://arxiv.org/abs/2105.12962,RPF,Rare Processes and Precision Measurements,Dark Sector Studies at High Intensities,papers/2105.12962.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2105.12962.pdf
748,,LHCb Future Dark-Sector Sensitivity Projections for Snowmass 2021,D. Craik et al.,2203.07048,https://arxiv.org/abs/2203.07048,RPF,Rare Processes and Precision Measurements,Dark Sector Studies at High Intensities,papers/2203.07048.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07048.pdf
749,,The Road Ahead for CODEX-b,G. Aielli et al.,2203.07316,https://arxiv.org/abs/2203.07316,RPF,Rare Processes and Precision Measurements,Dark Sector Studies at High Intensities,papers/2203.07316.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07316.pdf
750,,The International Linear Collider,A. Aryshev et al.,2203.07622,https://arxiv.org/abs/2203.07622,RPF,Rare Processes and Precision Measurements,Dark Sector Studies at High Intensities,papers/2203.07622.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07622.pdf
751,,PIP2-BD: GeV Proton Beam Dump at Fermilab's PIP-II Linac,M. Toups et al.,2203.08079,https://arxiv.org/abs/2203.08079,RPF,Rare Processes and Precision Measurements,Dark Sector Studies at High Intensities,papers/2203.08079.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08079.pdf
752,,SBN-BD: O(10 GeV) Proton Beam Dump at Fermilab's PIP-II Linac,M. Toups et al.,2203.08102,https://arxiv.org/abs/2203.08102,RPF,Rare Processes and Precision Measurements,Dark Sector Studies at High Intensities,papers/2203.08102.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08102.pdf
753,,Current Status and Future Prospects for the Light Dark Matter eXperiment (LDMX),T. Åkesson et al.,2203.08192,https://arxiv.org/abs/2203.08192,RPF,Rare Processes and Precision Measurements,Dark Sector Studies at High Intensities,papers/2203.08192.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08192.pdf
754,,The Heavy Photon Search Experiment,N. Baltzell et al.,2203.08324,https://arxiv.org/abs/2203.08324,RPF,Rare Processes and Precision Measurements,Dark Sector Studies at High Intensities,papers/2203.08324.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08324.pdf
755,,Theory Frontier: Theory Meets the Lab,R. Essig et al.,2203.10089,https://arxiv.org/abs/2203.10089,RPF,Rare Processes and Precision Measurements,Dark Sector Studies at High Intensities,papers/2203.10089.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.10089.pdf
756,,LANSCE-PSR Short-Pulse Upgrade for Improved Dark Sector Particle Searches with the Coherent Captain Mills Experiment,R. G. Van de Water et al.,2204.01860,https://arxiv.org/abs/2204.01860,RPF,Rare Processes and Precision Measurements,Dark Sector Studies at High Intensities,papers/2204.01860.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2204.01860.pdf
757,,Dark Sector Studies with Neutrino Beams,B. Batell et al.,2207.06898,https://arxiv.org/abs/2207.06898,RPF,Rare Processes and Precision Measurements,Dark Sector Studies at High Intensities,papers/2207.06898.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2207.06898.pdf
758,,Exploring Dark Sector Portals with High Intensity Experiments,B. Batell et al.,2207.06905,https://arxiv.org/abs/2207.06905,RPF,Rare Processes and Precision Measurements,Dark Sector Studies at High Intensities,papers/2207.06905.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2207.06905.pdf
759,,Hadron Spectroscopy with Lattice QCD,J. Bulava et al.,2203.03230,https://arxiv.org/abs/2203.03230,RPF,Rare Processes and Precision Measurements,Hadron Spectroscopy,papers/2203.03230.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.03230.pdf
760,,Hadron Spectroscopy at STCF,F. K. Guo et al.,2203.07141,https://arxiv.org/abs/2203.07141,RPF,Rare Processes and Precision Measurements,Hadron Spectroscopy,papers/2203.07141.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07141.pdf
761,,Need for Amplitude Analysis in the Discovery of New Hadrons,M. Albaladejo et al.,2203.08208,https://arxiv.org/abs/2203.08208,RPF,Rare Processes and Precision Measurements,Hadron Spectroscopy,papers/2203.08208.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08208.pdf
762,,Hadron Spectroscopy in Photoproduction,M. Albaladejo et al.,2203.08290,https://arxiv.org/abs/2203.08290,RPF,Rare Processes and Precision Measurements,Hadron Spectroscopy,papers/2203.08290.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08290.pdf
763,,Substructure of Multiquark Hadrons,N. Brambilla et al.,2203.16583,https://arxiv.org/abs/2203.16583,RPF,Rare Processes and Precision Measurements,Hadron Spectroscopy,papers/2203.16583.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.16583.pdf
764,,Review of CMS Contributions to Hadron Spectroscopy,R. Chistov et al.,2204.06667,https://arxiv.org/abs/2204.06667,RPF,Rare Processes and Precision Measurements,Hadron Spectroscopy,papers/2204.06667.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2204.06667.pdf
765,,The Physics Case of a 3 TeV muon Collider Stage,J. de Blas et al.,2203.07261,https://arxiv.org/abs/2203.07261,TF,Theory,General - centered on this frontier,papers/2203.07261.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07261.pdf
766,,"Warped Compactifications in Particle Physics, Cosmology and Quantum Gravity",P. Agrawal et al.,2203.07533,https://arxiv.org/abs/2203.07533,TF,Theory,General - centered on this frontier,papers/2203.07533.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07533.pdf
767,,Event Generators for High-Energy Physics Experiments,J. M. Campbell et al.,2203.11110,https://arxiv.org/abs/2203.11110,TF,Theory,General - centered on this frontier,papers/2203.11110.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.11110.pdf
768,,FCC-ee: Your Questions Answered,A. Blondel et al.,1906.02693,https://arxiv.org/abs/1906.02693,TF,Theory,General - cross-listed,papers/1906.02693.pdf,https://www.slac.stanford.edu/econf/C210711/papers/1906.02693.pdf
769,,"The Forward Physics Facility: Sites, Experiments, and Physics Potential","L. A. Anchordoqui, et al.",2109.10905,https://arxiv.org/abs/2109.10905,TF,Theory,General - cross-listed,papers/2109.10905.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2109.10905.pdf
770,,Physics Opportunities for the Fermilab Booster Replacement,J. Arrington et al.,2203.03925,https://arxiv.org/abs/2203.03925,TF,Theory,General - cross-listed,papers/2203.03925.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.03925.pdf
771,,The Forward Physics Facility at the High-Luminosity LHC,J. L. Feng et al.,2203.05090,https://arxiv.org/abs/2203.05090,TF,Theory,General - cross-listed,papers/2203.05090.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.05090.pdf
772,,The Future Circular Collider: a Summary for the US 2021 Snowmass Process,G. Bernardi,2203.06520,https://arxiv.org/abs/2203.06520,TF,Theory,General - cross-listed,papers/2203.06520.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06520.pdf
773,,DIMUS: Super-Compact Dimuonium Spectroscopy Collider at Fermilab,P. J. Fox et al.,2203.07144,https://arxiv.org/abs/2203.07144,TF,Theory,General - cross-listed,papers/2203.07144.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07144.pdf
774,,Muon Collider Physics Summary,Chiara Aimè,2203.07256,https://arxiv.org/abs/2203.07256,TF,Theory,General - cross-listed,papers/2203.07256.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07256.pdf
775,,The International Linear Collider,A. Aryshev,2203.07622,https://arxiv.org/abs/2203.07622,TF,Theory,General - cross-listed,papers/2203.07622.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07622.pdf
776,,Future Collider Options for the US,P. C. Bhat,2203.08088,https://arxiv.org/abs/2203.08088,TF,Theory,General - cross-listed,papers/2203.08088.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08088.pdf
777,,High Energy & High Luminosity γγ Colliders,E. Barzi et al.,2203.08353,https://arxiv.org/abs/2203.08353,TF,Theory,General - cross-listed,papers/2203.08353.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08353.pdf
778,,In Search of Excellence and Equity in Physics,E. Barzi et al.,2203.10393,https://arxiv.org/abs/2203.10393,TF,Theory,General - cross-listed,papers/2203.10393.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.10393.pdf
779,,"Searches for New Particles, Dark Matter, and Gravitational Waves with SRF Cavities",A. Berlin,2203.12714,https://arxiv.org/abs/2203.12714,TF,Theory,General - cross-listed,papers/2203.12714.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.12714.pdf
780,,Electron Ion Collider for High Energy Physics,R. Abdul Khalek et al.,2203.13199,https://arxiv.org/abs/2203.13199,TF,Theory,General - cross-listed,papers/2203.13199.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.13199.pdf
781,,The Physics Potential of the CEPC,H. Cheng et al.,2205.08553,https://arxiv.org/abs/2205.08553,TF,Theory,General - cross-listed,papers/2205.08553.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2205.08553.pdf
782,,How Community Agreements Can Improve Workplace Culture in Physics,E. Barzi et al.,2209.06755,https://arxiv.org/abs/2209.06755,TF,Theory,General - cross-listed,papers/2209.06755.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2209.06755.pdf
783,,Quantum Aspects of Black Holes and the Emergence of Spacetime,R. Bousso et al.,2201.03096,https://arxiv.org/abs/2201.03096,TF,Theory,"String Theory, Quantum Gravity, and Black Holes",papers/2201.03096.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2201.03096.pdf
784,,"Quantum Gravity and Phenomenology: Dark Matter, Dark Energy, Vacuum Selection, Emergent Spacetime, and Wormholes",P. Berglund et al.,2202.05104,https://arxiv.org/abs/2202.05104,TF,Theory,"String Theory, Quantum Gravity, and Black Holes",papers/2202.05104.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2202.05104.pdf
785,,"Infrared Properties of Quantum Gravity: UV/IR Mixing, Gravitizing the Quantum – Theory and Observation",P. Berglund et al.,2202.06890,https://arxiv.org/abs/2202.06890,TF,Theory,"String Theory, Quantum Gravity, and Black Holes",papers/2202.06890.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2202.06890.pdf
786,,The Deepest Problem: Some Perspectives on Quantum Gravity,S. B. Giddings.,2202.08292,https://arxiv.org/abs/2202.08292,TF,Theory,"String Theory, Quantum Gravity, and Black Holes",papers/2202.08292.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2202.08292.pdf
787,,Micro- and Macro-Structure of Black Holes,I. Bena et al.,2203.04981,https://arxiv.org/abs/2203.04981,TF,Theory,"String Theory, Quantum Gravity, and Black Holes",papers/2203.04981.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.04981.pdf
788,,Cosmology at the Theory Frontier,R. Flauger et al.,2203.07629,https://arxiv.org/abs/2203.07629,TF,Theory,"String Theory, Quantum Gravity, and Black Holes",papers/2203.07629.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07629.pdf
789,,String Theory and Particle Physics,M. Cvetic et al.,2204.01742,https://arxiv.org/abs/2204.01742,TF,Theory,"String Theory, Quantum Gravity, and Black Holes",papers/2204.01742.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2204.01742.pdf
790,,Observational Signatures of Quantum Gravity,K. M. Zurek et al.,2205.01799,https://arxiv.org/abs/2205.01799,TF,Theory,"String Theory, Quantum Gravity, and Black Holes",papers/2205.01799.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2205.01799.pdf
791,,"Frontiers of Quantum Gravity: shared challenges, converging directions",J. de Boer et al.,2207.10618,https://arxiv.org/abs/2207.10618,TF,Theory,"String Theory, Quantum Gravity, and Black Holes",papers/2207.10618.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2207.10618.pdf
792,,UV Constraints on IR Physics,C. de Rham et al.,2203.06805,https://arxiv.org/abs/2203.06805,TF,Theory,Effective Field Theory Techniques,papers/2203.06805.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06805.pdf
793,,Effective Field Theory Matching and Applications,T. Cohen et al.,2203.07336,https://arxiv.org/abs/2203.07336,TF,Theory,Effective Field Theory Techniques,papers/2203.07336.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07336.pdf
794,,SMEFT at the LHC and Beyond,W. Shepherd.,2203.07406,https://arxiv.org/abs/2203.07406,TF,Theory,Effective Field Theory Techniques,papers/2203.07406.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07406.pdf
795,,Effective Field Theories in Cosmology,G. Cabass et al.,2203.08232,https://arxiv.org/abs/2203.08232,TF,Theory,Effective Field Theory Techniques,papers/2203.08232.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08232.pdf
796,,Effective Field Theories for Condensed Matter Systems,T. Brauner et al.,2203.10110,https://arxiv.org/abs/2203.10110,TF,Theory,Effective Field Theory Techniques,papers/2203.10110.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.10110.pdf
797,,Naturalness,N. Craig.,2205.05708,https://arxiv.org/abs/2205.05708,TF,Theory,Effective Field Theory Techniques,papers/2205.05708.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2205.05708.pdf
798,,Effective Field Theories of Gravity and Compact Binary Dynamics,W. D. Goldberger.,2206.14249,https://arxiv.org/abs/2206.14249,TF,Theory,Effective Field Theory Techniques,papers/2206.14249.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2206.14249.pdf
799,,Celestial Holography,"S. Pasterski, et al.",2111.11392,https://arxiv.org/abs/2111.11392,TF,Theory,Conformal Field Theory and Formal Quantum Field Theory,papers/2111.11392.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2111.11392.pdf
800,,Hamiltonian Truncation,A. L. Fitzpatrick et al.,2201.11696,https://arxiv.org/abs/2201.11696,TF,Theory,Conformal Field Theory and Formal Quantum Field Theory,papers/2201.11696.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2201.11696.pdf
801,,Moonshine,S. M. Harrison et al.,2201.13321,https://arxiv.org/abs/2201.13321,TF,Theory,Conformal Field Theory and Formal Quantum Field Theory,papers/2201.13321.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2201.13321.pdf
802,,Bootstrapping String Theory,R. Gopakumar et al.,2202.07163,https://arxiv.org/abs/2202.07163,TF,Theory,Conformal Field Theory and Formal Quantum Field Theory,papers/2202.07163.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2202.07163.pdf
803,,White Paper on SuperConformal Field Theories,P. C. Argyres et al.,2202.07683,https://arxiv.org/abs/2202.07683,TF,Theory,Conformal Field Theory and Formal Quantum Field Theory,papers/2202.07683.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2202.07683.pdf
804,,The Analytic Conformal Bootstrap,T. Hartman et al.,2202.11012,https://arxiv.org/abs/2202.11012,TF,Theory,Conformal Field Theory and Formal Quantum Field Theory,papers/2202.11012.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2202.11012.pdf
805,,S-Matrix Bootstrap,M. Kruczenski et al.,2203.02421,https://arxiv.org/abs/2203.02421,TF,Theory,Conformal Field Theory and Formal Quantum Field Theory,papers/2203.02421.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.02421.pdf
806,,Physical Mathematics 2021,I. Bah et al.,2203.05078,https://arxiv.org/abs/2203.05078,TF,Theory,Conformal Field Theory and Formal Quantum Field Theory,papers/2203.05078.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.05078.pdf
807,,The Quest to Define QFT,M. Dedushenko.,2203.08053,https://arxiv.org/abs/2203.08053,TF,Theory,Conformal Field Theory and Formal Quantum Field Theory,papers/2203.08053.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08053.pdf
808,,The Numerical Conformal Bootstrap,D. Poland et al.,2203.08117,https://arxiv.org/abs/2203.08117,TF,Theory,Conformal Field Theory and Formal Quantum Field Theory,papers/2203.08117.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08117.pdf
809,,Generalized Symmetries in Quantum Field Theory and Beyond,C. Cordova et al.,2205.09545,https://arxiv.org/abs/2205.09545,TF,Theory,Conformal Field Theory and Formal Quantum Field Theory,papers/2205.09545.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2205.09545.pdf
810,,Functions Beyond Multiple Polylogarithms for Precision Collider Physics,J. L. Bourjaily et al.,2203.07088,https://arxiv.org/abs/2203.07088,TF,Theory,Scattering Amplitudes,papers/2203.07088.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07088.pdf
811,,Gravitational Waves and Scattering Amplitudes,A. Buonanno et al.,2204.05194,https://arxiv.org/abs/2204.05194,TF,Theory,Scattering Amplitudes,papers/2204.05194.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2204.05194.pdf
812,,The Double Copy and its Applications,T. Adamo et al.,2204.06547,https://arxiv.org/abs/2204.06547,TF,Theory,Scattering Amplitudes,papers/2204.06547.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2204.06547.pdf
813,,Higher Spin Gravity and Higher Spin Symmetry,X. Bekaert et al.,2205.01567,https://arxiv.org/abs/2205.01567,TF,Theory,Scattering Amplitudes,papers/2205.01567.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2205.01567.pdf
814,,Solving Scattering in N=4 Super-Yang-Mills Theory,N. Arkani-Hamed et al.,2207.10636,https://arxiv.org/abs/2207.10636,TF,Theory,Scattering Amplitudes,papers/2207.10636.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2207.10636.pdf
815,,Applications of Machine Learning to Lattice Quantum Field Theory,D. Boyda et al.,2202.05838,https://arxiv.org/abs/2202.05838,TF,Theory,Lattice Gauge Theory,papers/2202.05838.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2202.05838.pdf
816,,Lattice QCD Calculations of Parton Physics,M. Constantinou et al.,2202.07193,https://arxiv.org/abs/2202.07193,TF,Theory,Lattice Gauge Theory,papers/2202.07193.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2202.07193.pdf
817,,Supersymmetric Lattice Theories,S. Catterall et al.,2202.08154,https://arxiv.org/abs/2202.08154,TF,Theory,Lattice Gauge Theory,papers/2202.08154.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2202.08154.pdf
818,,Hadron Spectroscopy with Lattice QCD,J. Bulava et al.,2203.03230,https://arxiv.org/abs/2203.03230,TF,Theory,Lattice Gauge Theory,papers/2203.03230.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.03230.pdf
819,,Discovering New Physics in Rare Kaon Decays,T. Blum et al.,2203.10998,https://arxiv.org/abs/2203.10998,TF,Theory,Lattice Gauge Theory,papers/2203.10998.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.10998.pdf
820,,Prospects for Precise Predictions of a_μ in the Standard Model,G. Colangelo et al.,2203.15810,https://arxiv.org/abs/2203.15810,TF,Theory,Lattice Gauge Theory,papers/2203.15810.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.15810.pdf
821,,Lattice QCD and the Computational Frontier,P. A. Boyle et al.,2204.00039,https://arxiv.org/abs/2204.00039,TF,Theory,Lattice Gauge Theory,papers/2204.00039.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2204.00039.pdf
822,,Impact of Lattice s(x)−sbar(x) Data in the CTEQ-TEA Global Analysis,T.-J. Hou et al.,2204.07944,https://arxiv.org/abs/2204.07944,TF,Theory,Lattice Gauge Theory,papers/2204.07944.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2204.07944.pdf
823,,A Lattice QCD Perspective on Weak Decays of b and c Quarks,P. A. Boyle et al.,2205.15373,https://arxiv.org/abs/2205.15373,TF,Theory,Lattice Gauge Theory,papers/arXiv:2205.15373.pdf,https://www.slac.stanford.edu/econf/C210711/papers/arXiv:2205.15373.pdf
824,,Lattice QCD and Particle Physics,A. S. Kronfeld et al.,2207.07641,https://arxiv.org/abs/2207.07641,TF,Theory,Lattice Gauge Theory,papers/2207.07641.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2207.07641.pdf
825,,New Physics in B meson Mixing: Future Sensitivity and Limitations,J. Charles et al.,2006.04824,https://arxiv.org/abs/2006.04824,TF,Theory,Theory Techniques for Precision Physics,papers/2006.04824.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2006.04824.pdf
826,,The Path Forward to N3LO,F. Caola et al.,2203.06730,https://arxiv.org/abs/2203.06730,TF,Theory,Theory Techniques for Precision Physics,papers/2203.06730.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06730.pdf
827,,Theoretical Developments in the SMEFT at Dimension-8 and Beyond,S. Alioli et al.,2203.06771,https://arxiv.org/abs/2203.06771,TF,Theory,Theory Techniques for Precision Physics,papers/2203.06771.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06771.pdf
828,,Future Prospects for Parton Showers,N. Darvishi et al.,2203.06799,https://arxiv.org/abs/2203.06799,TF,Theory,Theory Techniques for Precision Physics,papers/2203.06799.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06799.pdf
829,,Top-Quark Mass Extraction from t tbar j+X Events at the LHC: Theory Predictions,S. Alioli et al.,2203.07344,https://arxiv.org/abs/2203.07344,TF,Theory,Theory Techniques for Precision Physics,papers/2203.07344.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07344.pdf
830,,Resummation for Future Colliders,M. van Beekveld et al.,2203.07907,https://arxiv.org/abs/2203.07907,TF,Theory,Theory Techniques for Precision Physics,papers/2203.07907.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07907.pdf
831,,Proton Structure at the Precision Frontier,S. Amoroso et al.,2203.13923,https://arxiv.org/abs/2203.13923,TF,Theory,Theory Techniques for Precision Physics,papers/2203.13923.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.13923.pdf
832,,Computational Challenges for Multi-Loop Collider Phenomenology,F. Febres Cordero et al.,2204.04200,https://arxiv.org/abs/2204.04200,TF,Theory,Theory Techniques for Precision Physics,papers/2204.04200.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2204.04200.pdf
833,,Challenges in Monte Carlo Event Generator Software for High-Luminosity LHC,A. Valassi et al.,2004.13687,https://arxiv.org/abs/2004.13687,TF,Theory,Collider Phenomenology,papers/2004.13687.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2004.13687.pdf
834,,Vector Boson Fusion at Multi-TeV Muon Colliders,A. Costantini et al.,2005.10289,https://arxiv.org/abs/2005.10289,TF,Theory,Collider Phenomenology,papers/2005.10289.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2005.10289.pdf
835,,The LHC Olympics 2020: A Community Challenge for Anomaly Detection in High Energy Physics,G. Kasieczka et al.,2101.08320,https://arxiv.org/abs/2101.08320,TF,Theory,Collider Phenomenology,papers/2101.08320.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2101.08320.pdf
836,,Model-Independent Searches for New Physics in Multi-Body Invariant Masses,S. V. Chekanov et al.,2103.10217,https://arxiv.org/abs/2103.10217,TF,Theory,Collider Phenomenology,papers/2103.10217.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2103.10217.pdf
837,,Vector Boson Scattering Processes: Status and Prospects,D. Buarque Franzosi et al.,2106.01393,https://arxiv.org/abs/2106.01393,TF,Theory,Collider Phenomenology,papers/2106.01393.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2106.01393.pdf
838,,Future Searches for SUSY at the LHC post Fermilab (g−2)_μ,A. Aboubrahim et al.,2107.06021,https://arxiv.org/abs/2107.06021,TF,Theory,Collider Phenomenology,papers/2107.06021.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2107.06021.pdf
839,,"HL-LHC Computing Review Stage-2, Common Software Projects: Event Generators",E. Yazgan et al. (HSF Physics Event Generator Working Group),2109.14938,https://arxiv.org/abs/2109.14938,TF,Theory,Collider Phenomenology,papers/2109.14938.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2109.14938.pdf
840,,The Effective Vector Boson Approximation in High-Energy Muon Collisions,R. Ruiz et al.,2111.02442,https://arxiv.org/abs/2111.02442,TF,Theory,Collider Phenomenology,papers/2111.02442.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2111.02442.pdf
841,,Event-Level Variables for Semivisible Jets using Anomalous Jet Tagging,H. Beauchesne et al.,2111.12156,https://arxiv.org/abs/2111.12156,TF,Theory,Collider Phenomenology,papers/2111.12156.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2111.12156.pdf
842,,Portal Matter and Dark Sector Phenomenology at Colliders,T. G. Rizzo,2202.02222,https://arxiv.org/abs/2202.02222,TF,Theory,Collider Phenomenology,papers/2202.02222.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2202.02222.pdf
843,,Higgs Boson Decay to Charmonia via c-Quark Fragmentation,T. Han et al.,2202.08273,https://arxiv.org/abs/2202.08273,TF,Theory,Collider Phenomenology,papers/2202.08273.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2202.08273.pdf
