number,record_id,title,authors_as_listed,arxiv,external_url,frontiers,topics,placement_count,official_pdf_urls
284,arxiv:2203.06525,MPGDs for Tracking and Muon Detection at Future High Energy Physics Colliders,K. Black et al.,2203.06525,https://arxiv.org/abs/2203.06525,IF,IF: Micro Pattern Gas Detectors,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.06525.pdf
285,arxiv:2203.06562,MPGDs: Recent Advances and Current R&D,K. Dehmelt et al.,2203.06562,https://arxiv.org/abs/2203.06562,IF,IF: Micro Pattern Gas Detectors,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.06562.pdf
286,arxiv:2205.11920,MSSM Under Higgs Factories,H. Li et al.,2205.11920,https://arxiv.org/abs/2205.11920,EF | TF,EF: Higgs Boson as a Portal to New Physics | TF: Collider Phenomenology,2,https://www.slac.stanford.edu/econf/C210711/papers/2205.11920.pdf
287,arxiv:2203.07569,Mu2e-II: Muon to Electron Conversion with PIP-II,K. Byrum et al.,2203.07569,https://arxiv.org/abs/2203.07569,RPF,RPF: Charged Lepton Flavor Violation,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.07569.pdf
288,arxiv:2203.11226,Multi-Experiment Probes for Dark Energy – Transients,A. G. Kim et al.,2203.11226,https://arxiv.org/abs/2203.11226,CF,CF: Dark Energy and Cosmic Acceleration: Complementarity of Probes and New Facilities,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.11226.pdf
289,arxiv:2203.07256,Muon Collider Physics Summary,C. Aimè et al.,2203.07256,https://arxiv.org/abs/2203.07256,EF | TF,EF: General - centered on this frontier | TF: General - cross-listed,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.07256.pdf
290,arxiv:2203.11406,Muonium to Antimuonium Conversion,A.-Y. Bai et al.,2203.11406,https://arxiv.org/abs/2203.11406,RPF,RPF: Charged Lepton Flavor Violation,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.11406.pdf
291,arxiv:2205.05708,Naturalness,N. Craig.,2205.05708,https://arxiv.org/abs/2205.05708,EF | TF,EF: Beyond the Standard Model - Model Specific Explorations | TF: Effective Field Theory Techniques,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.12118.pdf | https://www.slac.stanford.edu/econf/C210711/papers/2205.05708.pdf
292,arxiv:2203.06752,Nb3Sn Superconducting Radiofrequency Cavities: a Maturing Technology for Particle Accelerators and Detectors,S. Posen et al.,2203.06752,https://arxiv.org/abs/2203.06752,AF,AF: Accelerator Technology - RF,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.06752.pdf
293,arxiv:2203.09094,Near Term Applications driven by Advanced Accelerator Concepts,C. Emma et al.,2203.09094,https://arxiv.org/abs/2203.09094,AF,AF: Advanced Accelerator Concepts,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.09094.pdf
294,arxiv:2203.08208,Need for Amplitude Analysis in the Discovery of New Hadrons,M. Albaladejo et al.,2203.08208,https://arxiv.org/abs/2203.08208,RPF,RPF: Hadron Spectroscopy,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.08208.pdf
295,arxiv:2204.08668,Neutrino Flavor Model Building and the Origins of Flavor and CP Violation,Y. Almumin et al.,2204.08668,https://arxiv.org/abs/2204.08668,NF | TF,NF: Neutrinos Beyond the Standard Model | TF: Theory of Neutrino Physics,2,https://www.slac.stanford.edu/econf/C210711/papers/2204.08668.pdf
296,arxiv:2203.11298,Neutrino Scattering Measurements on Hydrogen and Deuterium,L. Alvarez Ruso et al.,2203.11298,https://arxiv.org/abs/2203.11298,NF | TF,NF: Neutrino Interaction Cross Sections | TF: Theory of Neutrino Physics,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.11298.pdf
297,arxiv:2203.01955,Neutrino Self-Interactions,J. M. Berryman et al.,2203.01955,https://arxiv.org/abs/2203.01955,NF | TF,NF: Neutrinos Beyond the Standard Model | TF: Theory of Neutrino Physics,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.01955.pdf
298,arxiv:2203.12169,Neutrinoless Double-Beta Decay: A Roadmap for Matching Theory to Experiment,V. Cirigliano et al.,2203.12169,https://arxiv.org/abs/2203.12169,NF | RPF | TF,NF: Neutrino Properties | RPF: Baryon and Lepton Number Violation | TF: Theory of Neutrino Physics,3,https://www.slac.stanford.edu/econf/C210711/papers/2203.12169.pdf
299,arxiv:2203.07545,Neutrinos from Stored Muons (nuSTORM),L. Alvarez Ruso et al. (nuSTORM Collaboration),2203.07545,https://arxiv.org/abs/2203.07545,NF | RPF,NF: Artificial Neutrino Sources | RPF: Baryon and Lepton Number Violation,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.07545.pdf
300,arxiv:2203.06776,New Approach to DM Searches with Mono-Photon Signature,J. Kalinowski et al.,2203.06776,https://arxiv.org/abs/2203.06776,EF,EF: Beyond the Standard Model - Dark Matter at Colliders,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.06776.pdf
301,arxiv:2203.08806,New Directions for Surrogate Models and Differentiable Programming for High Energy Physics Detector Simulation,A. Adelmann et al.,2203.08806,https://arxiv.org/abs/2203.08806,CompF,CompF: Machine Learning,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.08806.pdf
302,arxiv:2203.14915,New Horizons: Scalar and Vector Ultralight Dark Matter,D. Antypas et al.,2203.14915,https://arxiv.org/abs/2203.14915,CF | IF | RPF | TF,CF: Dark Matter: Wave-like | IF: Quantum Sensors | RPF: Fundamental Physics in Small Experiments | TF: Astro-Particle Physics and Cosmology,4,https://www.slac.stanford.edu/econf/C210711/papers/2203.14915.pdf
303,arxiv:2203.05010,New Ideas in Baryogenesis,G. Elor et al.,2203.05010,https://arxiv.org/abs/2203.05010,TF,TF: Beyond-Standard-Model Model Building,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.05010.pdf
304,arxiv:2006.04824,New Physics in B Meson Mixing: Future Sensitivity and Limitations,J. Charles et al.,2006.04824,https://arxiv.org/abs/2006.04824,RPF | TF,RPF: Weak Decays of b and c Quarks | TF: Theory Techniques for Precision Physics,2,https://www.slac.stanford.edu/econf/C210711/papers/2006.04824.pdf
305,arxiv:2201.07805,New Physics Searches at Kaon and Hyperon Factories,E. Goudzovski et al.,2201.07805,https://arxiv.org/abs/2201.07805,RPF,RPF: Weak Decays of Strange and Light Quarks,1,https://www.slac.stanford.edu/econf/C210711/papers/2201.07805.pdf
306,arxiv:2203.07913,New Physics with Missing Energy at Future Lepton Colliders,J. Kalinowski et al.,2203.07913,https://arxiv.org/abs/2203.07913,EF | TF,EF: Beyond the Standard Model - Dark Matter at Colliders | TF: Collider Phenomenology,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.07913.pdf
307,arxiv:2204.02536,Next-Generation Superconducting RF Technology based on Advanced Thin Film Technologies and Innovative Materials for Accelerator Enhanced Performance and Energy Reach,A.- M. Valente-Feliciano et al.,2204.02536,https://arxiv.org/abs/2204.02536,AF,AF: Accelerator Technology - RF,1,https://www.slac.stanford.edu/econf/C210711/papers/2204.02536.pdf
308,arxiv:2203.09939,"Novel Low Workfunction Semiconductors for Calorimetry and Detection: High Energy, Dark Matter and Neutrino Phenomena",D. R. Winn.,2203.09939,https://arxiv.org/abs/2203.09939,IF,IF: Calorimetry,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.09939.pdf
309,arxiv:2203.08357,Novel Materials and Concepts for Next-Generation High Power Target Applications,K. Ammigan et al.,2203.08357,https://arxiv.org/abs/2203.08357,AF,AF: Accelerator Technology - Targets and Sources,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.08357.pdf
310,arxiv:2202.11828,Novel Sensors for Particle Tracking,M. R. Hoeferkamp et al.,2202.11828,https://arxiv.org/abs/2202.11828,IF,IF: Solid State Detectors and Tracking,1,https://www.slac.stanford.edu/econf/C210711/papers/2202.11828.pdf
311,arxiv:2112.12593,Nu Tools: Exploring Practical Roles for Neutrinos in Nuclear Energy and Security,O. A. Akindele et al.,2112.12593,https://arxiv.org/abs/2112.12593,NF,NF: Neutrino Applications,1,https://www.slac.stanford.edu/econf/C210711/papers/2112.12593.pdf
312,arxiv:2203.08139,Numerical Relativity for Next-Generation Gravitational-Wave Probes of Fundamental Physics,F. Foucart et al.,2203.08139,https://arxiv.org/abs/2203.08139,CF | CompF,CF: Cosmic Probes of Fundamental Physics | CompF: Theoretical Calculations and Simulations,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.08139.pdf
313,arxiv:2203.10377,Nurturing the Industrial Accelerator Technology Base in the US,A. M. M. Todd,2203.10377,https://arxiv.org/abs/2203.10377,AF | CEF,AF: General - centered on this frontier | CEF: Applications and Industry,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.10377.pdf
314,arxiv:2203.06200,Observational Facilities to Study Dark Matter,S.Chakrabarti et al.,2203.06200,https://arxiv.org/abs/2203.06200,CF,CF: Dark Matter: Cosmic Probes,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.06200.pdf
315,arxiv:2205.01799,Observational Signatures of Quantum Gravity,K. M. Zurek et al.,2205.01799,https://arxiv.org/abs/2205.01799,CF | TF,"CF: Cosmic Probes of Fundamental Physics | TF: String Theory, Quantum Gravity, and Black Holes",2,https://www.slac.stanford.edu/econf/C210711/papers/2205.01799.pdf
316,arxiv:2203.09524,On the Importance of Rare Kaon Decays,J. Aebischer et al.,2203.09524,https://arxiv.org/abs/2203.09524,RPF,RPF: Weak Decays of Strange and Light Quarks,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.09524.pdf
317,arxiv:2109.15181,On the Modeling Uncertainties of ttbar W± Multi-Lepton Signatures,G. Bevilacqua et al.,2109.15181,https://arxiv.org/abs/2109.15181,EF,EF: Heavy Flavor and Top Quark Physics,1,https://www.slac.stanford.edu/econf/C210711/papers/2109.15181.pdf
318,arxiv:2203.05939,Opportunities for New Physics Searches with Heavy Ions at Colliders,David d'Enterria et al.,2203.05939,https://arxiv.org/abs/2203.05939,EF,EF: QCD and Strong Interactions - Heavy Ions,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.05939.pdf
319,arxiv:2204.02280,Opportunities for Precision QCD Physics in Hadronization at Belle II,A. Accardi et al.,2204.02280,https://arxiv.org/abs/2204.02280,EF,EF: QCD and Strong Interactions - Precision QCD,1,https://www.slac.stanford.edu/econf/C210711/papers/2204.02280.pdf
320,arxiv:2203.06795,Opportunities from Cross-survey Analyses of Static Probes,E. J. Baxter et al.,2203.06795,https://arxiv.org/abs/2203.06795,CF,CF: Dark Energy and Cosmic Acceleration: Complementarity of Probes and New Facilities,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.06795.pdf
321,arxiv:2103.00522,Optimising Top-Quark Threshold Scan at CLIC using Genetic Algorithm,"K. Nowak, A. F. Zarnecki.",2103.00522,https://arxiv.org/abs/2103.00522,EF,EF: Heavy Flavor and Top Quark Physics,1,https://www.slac.stanford.edu/econf/C210711/papers/2103.00522pdf
322,arxiv:2203.15138,Particle Flow Calorimetry,"R. Ruchti, K. Kruger.",2203.15138,https://arxiv.org/abs/2203.15138,EF | IF,EF: General - cross-listed | IF: Calorimetry,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.15138.pdf
323,arxiv:2203.09585,Particle Physics Outreach at Non-Traditional Venues,J. Cochran et al.,2203.09585,https://arxiv.org/abs/2203.09585,CEF,CEF: Public Education and Outreach,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.09585.pdf
324,arxiv:2203.10953,Particle Physics Outreach to K-12 Schools and Opportunities in Undergraduate Education,M. G. Bardeen et al.,2203.10953,https://arxiv.org/abs/2203.10953,CEF,CEF: Physics Education,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.10953.pdf
325,arxiv:2203.05525,Passive Low Energy Nuclear Recoil Detection with Color Centers – PALEOCCENE,K. Alfonso et al.,2203.05525,https://arxiv.org/abs/2203.05525,CF | IF | NF,CF: Dark Matter: Particle-like | IF: Solid State Detectors and Tracking | NF: Neutrino Detectors,3,https://www.slac.stanford.edu/econf/C210711/papers/2203.05525.pdf
326,arxiv:2203.09202,Performance of the LHC Injector Chain after the Upgrade and Potential Development,"H. Bartosik, G. Rumolo.",2203.09202,https://arxiv.org/abs/2203.09202,AF,AF: Accelerators for Neutrinos,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.09202.pdf
327,arxiv:2203.11623,PetaVolts per Meter Plasmonics,A. A. Sahai et al.,2203.11623,https://arxiv.org/abs/2203.11623,AF | CompF | EF,AF: Advanced Accelerator Concepts | CompF: Theoretical Calculations and Simulations | EF: Beyond the Standard Model - More General Explorations,3,https://www.slac.stanford.edu/econf/C210711/papers/2203.11623.pdf
328,arxiv:2203.07270,Phenomenological Aspects of Composite Higgs Scenarios: Exotic Scalars and Vector-Like Quarks,A. Banerjee et al.,2203.07270,https://arxiv.org/abs/2203.07270,EF | TF,EF: Beyond the Standard Model - Model Specific Explorations | TF: Collider Phenomenology,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.07270.pdf
329,arxiv:2203.09941,Photomultipliers as High Rate Radiation-Resistant In-Situ Sensors in Future Experiments,"D. R Winn, Y. Onel.",2203.09941,https://arxiv.org/abs/2203.09941,IF,IF: Calorimetry,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.09941.pdf
330,arxiv:2203.12542,Photon Counting from the Vacuum Ultraviolet to the Short Wavelength Infrared using Semiconductor and Superconducting Technologies,J. Asaadi et al.,2203.12542,https://arxiv.org/abs/2203.12542,IF,IF: Photon Detectors,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.12542.pdf
331,arxiv:2203.05078,Physical Mathematics 2021,I. Bah et al.,2203.05078,https://arxiv.org/abs/2203.05078,TF,TF: Conformal Field Theory and Formal Quantum Field Theory,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.05078.pdf
332,arxiv:2205.00031,Physics at Future Colliders: the Interplay Between Energy and Luminosity,"Z. Liu, L.-T. Wang.",2205.00031,https://arxiv.org/abs/2205.00031,AF | EF,AF: General - centered on this frontier | EF: General - centered on this frontier,2,https://www.slac.stanford.edu/econf/C210711/papers/2205.00031.pdf
333,arxiv:2203.16255,"Physics Community Needs, Tools, and Resources for Machine Learning",P. Harris et al.,2203.16255,https://arxiv.org/abs/2203.16255,CF | CompF | EF | IF | NF,CF: Cosmic Probes of Fundamental Physics | CompF: Machine Learning | EF: General - cross-listed | IF: Trigger and Data Acquisition | NF: Neutrino Oscillations,5,https://www.slac.stanford.edu/econf/C210711/papers/2203.16255.pdf
334,arxiv:2204.08943,Physics in the Tau-Charm Region at BESIII,H. B. Li et al.,2204.08943,https://arxiv.org/abs/2204.08943,RPF,RPF: General - centered on this frontier,1,https://www.slac.stanford.edu/econf/C210711/papers/arXiv:2204.08943.pdf
335,arxiv:2203.03925,Physics Opportunities for the Fermilab Booster Replacement,J. Arrington et al.,2203.03925,https://arxiv.org/abs/2203.03925,AF | NF | RPF | TF,AF: General - centered on this frontier | NF: General - centered on this frontier | RPF: General - centered on this frontier | TF: General - cross-listed,4,https://www.slac.stanford.edu/econf/C210711/papers/2203.03925.pdf
336,arxiv:2209.02883,Physics Opportunities in the ORNL Spallation Neutron Source Second Target Station Era,J. Asaadi et al.,2209.02883,https://arxiv.org/abs/2209.02883,CF | IF | NF,CF: Dark Matter: Particle-like | IF: Noble Element-Based Detectors | NF: General - centered on this frontier,3,https://www.slac.stanford.edu/econf/C210711/papers/2209.02883.pdf
337,arxiv:2202.12343,Physics Opportunities with PROSPECT-II,M. Andriamirado et al.,2202.12343,https://arxiv.org/abs/2202.12343,NF,NF: Sterile Neutrinos,1,https://www.slac.stanford.edu/econf/C210711/papers/2202.12343.pdf
338,arxiv:2005.05221,Physics Potential of Timing Layers in Future Collider Detectors,S.V. Chekanov et al.,2005.05221,https://arxiv.org/abs/2005.05221,EF | IF,EF: Beyond the Standard Model - More General Explorations | IF: Calorimetry,2,https://www.slac.stanford.edu/econf/C210711/papers/2005.05221.pdf
339,arxiv:2105.12962,Physics Reach of a Long-Lived Particle Detector at Belle II,S. Dreyer et al.,2105.12962,https://arxiv.org/abs/2105.12962,RPF,RPF: Dark Sector Studies at High Intensities,1,https://www.slac.stanford.edu/econf/C210711/papers/2105.12962.pdf
340,external:https://cds.cern.ch/record/2806962,Physics with the Phase-2 ATLAS and CMS Detectors,ATLAS and CMS Collaborations.,,https://cds.cern.ch/record/2806962,CF | EF | RPF,CF: Dark Matter: Particle-like | EF: General - centered on this frontier | RPF: Weak Decays of b and c Quarks,3,https://www.slac.stanford.edu/econf/C210711/papers/CDS-2806962.pdf
341,arxiv:2203.08079,PIP2-BD: GeV Proton Beam Dump at Fermilab's PIP-II Linac,M. Toups et al.,2203.08079,https://arxiv.org/abs/2203.08079,AF | NF | RPF,AF: Accelerators for Rare Processes and Physics Beyond Colliders | NF: Neutrinos Beyond the Standard Model | RPF: Dark Sector Studies at High Intensities,3,https://www.slac.stanford.edu/econf/C210711/papers/2203.08079.pdf
342,arxiv:2203.12442,Plasma Processing for In-Situ Field Emission Mitigation of Superconducting Radiofrequency (SRF) Cryomodules,M. Martinello et al.,2203.12442,https://arxiv.org/abs/2203.12442,AF,AF: Accelerator Technology - RF,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.12442.pdf
343,arxiv:2203.08379,Plasma-Based Particle Sources,M. Fuchs et al.,2203.08379,https://arxiv.org/abs/2203.08379,AF,AF: Advanced Accelerator Concepts,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.08379.pdf
344,arxiv:2203.11508,Policing and Gatekeeping in STEM,A. K. Hodari et al.,2203.11508,https://arxiv.org/abs/2203.11508,CEF,"CEF: Diversity, Equity, and Inclusion",1,https://www.slac.stanford.edu/econf/C210711/papers/2203.11508.pdf
345,arxiv:2203.09945,Portability: A Necessary Approach for Future Scientific Software,M. Bhattacharya et al.,2203.09945,https://arxiv.org/abs/2203.09945,CompF,CompF: Experimental Algorithm Parallelization,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.09945.pdf
346,arxiv:2202.02222,Portal Matter and Dark Sector Phenomenology at Colliders,T. G. Rizzo.,2202.02222,https://arxiv.org/abs/2202.02222,CF | EF | TF,CF: Dark Matter: Particle-like | EF: Beyond the Standard Model - Dark Matter at Colliders | TF: Collider Phenomenology,3,https://www.slac.stanford.edu/econf/C210711/papers/2202.02222.pdf
347,arxiv:2204.13245,Positron Sources for Future High Energy Physics Colliders,P. Musumeci et al.,2204.13245,https://arxiv.org/abs/2204.13245,AF,AF: Accelerator Technology - Targets and Sources,1,https://www.slac.stanford.edu/econf/C210711/papers/2204.13245.pdf
348,arxiv:2203.11513,Power Dynamics in Physics,A. K. Hodari et al.,2203.11513,https://arxiv.org/abs/2203.11513,CEF,"CEF: Diversity, Equity, and Inclusion",1,https://www.slac.stanford.edu/econf/C210711/papers/2203.11513.pdf
349,arxiv:2203.09691,Precision Studies of Spacetime Symmetries and Gravitational Physics,E. Adelberger et al.,2203.09691,https://arxiv.org/abs/2203.09691,AF | CF | IF | RPF,AF: General - cross-listed | CF: General - centered on this frontier: | IF: General - centered on this frontier | RPF: General - centered on this frontier,4,https://www.slac.stanford.edu/econf/C210711/papers/2203.09691.pdf
350,arxiv:2203.07286,Precision Timing for Collider-Experiment-Based Calorimetry,S. V. Chekanov et al.,2203.07286,https://arxiv.org/abs/2203.07286,IF,IF: Calorimetry,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.07286.pdf
351,arxiv:2203.08967,Primordial Black Hole Dark Matter,S. Bird et al.,2203.08967,https://arxiv.org/abs/2203.08967,CF,CF: Dark Matter: Cosmic Probes,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.08967.pdf
352,arxiv:2203.15954,Probing dark matter with small-scale astrophysical observations,R. Brito et al.,2203.15954,https://arxiv.org/abs/2203.15954,CF,CF: Cosmic Probes of Fundamental Physics,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.15954.pdf
353,arxiv:2204.04045,Probing Fundamental Physics With Multi-Modal Cosmic Ray Events,D. Beznosko et al.,2204.04045,https://arxiv.org/abs/2204.04045,CF,CF: Cosmic Probes of Fundamental Physics,1,https://www.slac.stanford.edu/econf/C210711/papers/2204.04045.pdf
354,arxiv:2203.06929,Probing Heavy Majorana Neutrino Pair Production at ILC in a U(1)_{B−L} Extension of the Standard Model,J. Nakajima et al.,2203.06929,https://arxiv.org/abs/2203.06929,EF,EF: Beyond the Standard Model - Model Specific Explorations,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.06929.pdf
355,arxiv:2203.06207,Probing Heavy-Flavor Parton Distribution Functions at Hadron Colliders,K. Xie et al.,2203.06207,https://arxiv.org/abs/2203.06207,EF,EF: Heavy Flavor and Top Quark Physics,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.06207.pdf
356,arxiv:2203.07495,Probing New Physics with mu+mu− → bs at a Muon Collider,W. Altmannshofer et al.,2203.07495,https://arxiv.org/abs/2203.07495,EF,EF: Beyond the Standard Model - More General Explorations,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.07495.pdf
357,arxiv:2205.05745,Probing the Cosmic Dark Ages with the Lunar Crater Radio Telescope,A. Goel et al.,2205.05745,https://arxiv.org/abs/2205.05745,CF,CF: Dark Energy and Cosmic Acceleration: Cosmic Dawn and Before,1,https://www.slac.stanford.edu/econf/C210711/papers/arXiv:2205.05745.pdf
358,arxiv:2203.08206,Probing the Electroweak Phase Transition with Exotic Higgs Decays,M. Carena et al.,2203.08206,https://arxiv.org/abs/2203.08206,CF | EF,CF: Cosmic Probes of Fundamental Physics | EF: Beyond the Standard Model - More General Explorations,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.08206.pdf
359,arxiv:2203.15128,Programs Enabling Deep Technology Transfer from National Labs,A. Arai et al.,2203.15128,https://arxiv.org/abs/2203.15128,CEF,CEF: Applications and Industry,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.15128.pdf
360,arxiv:2203.07224,Promising Technologies and R&D Directions for the Future Muon Collider Detectors,S. Jindariani et al.,2203.07224,https://arxiv.org/abs/2203.07224,EF | IF,EF: General - centered on this frontier | IF: General - centered on this frontier,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.07224.pdf
361,arxiv:2203.07212,Prompt Electron and Tau Neutrinos and Antineutrinos in the Forward Region at the LHC,W. Bai et al.,2203.07212,https://arxiv.org/abs/2203.07212,CF | EF | NF,CF: Cosmic Probes of Fundamental Physics | EF: QCD and Strong Interactions - Hadronic Structure and Forward QCD Processes | NF: Artificial Neutrino Sources,3,https://www.slac.stanford.edu/econf/C210711/papers/2203.07212.pdf
362,arxiv:2205.10404,Prospects for Heavy WIMP Dark Matter Searches at Muon Colliders,K. Black et al.,2205.10404,https://arxiv.org/abs/2205.10404,EF,EF: Beyond the Standard Model - Dark Matter at Colliders,1,https://www.slac.stanford.edu/econf/C210711/papers/2205.10404.pdf
363,arxiv:2203.16994,Prospects for Measurements of the Bottom Quark Mass,J. Aparisi et al.,2203.16994,https://arxiv.org/abs/2203.16994,EF,EF: Heavy Flavor and Top Quark Physics,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.16994.pdf
364,arxiv:2203.07491,Prospects for obtaining Dark Matter Constraints with DESI,M. Valluri et al.,2203.07491,https://arxiv.org/abs/2203.07491,CF,CF: Dark Matter: Cosmic Probes,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.07491.pdf
365,arxiv:2203.15810,Prospects for Precise Predictions of a_μ in the Standard Model,G. Colangelo et al.,2203.15810,https://arxiv.org/abs/2203.15810,RPF | TF,RPF: Fundamental Physics in Small Experiments | TF: Lattice Gauge Theory,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.15810.pdf
366,arxiv:2203.08270,Prospects for Searches for Higgs Boson Decays to Dark Photons at the ILC,S. Snyder et al.,2203.08270,https://arxiv.org/abs/2203.08270,EF,EF: Beyond the Standard Model - Dark Matter at Colliders,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.08270.pdf
367,arxiv:2203.08874,Prospects for the Measurement of the Standard Model Higgs Pair Production at the Muon Colliders,K. Black et al. (ENUBET Collaboration),2203.08874,https://arxiv.org/abs/2203.08874,EF,EF: Higgs Boson Properties and Couplings,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.08874.pdf
368,arxiv:2205.02140,Prospects for the Measurement of Top-Quark Couplings,G. Durieux et al.,2205.02140,https://arxiv.org/abs/2205.02140,EF,EF: Heavy Flavor and Top Quark Physics,1,https://www.slac.stanford.edu/econf/C210711/papers/2205.02140.pdf
369,arxiv:2203.13923,Proton structure at the Precision Frontier,S. Amoroso et al.,2203.13923,https://arxiv.org/abs/2203.13923,EF | TF,EF: QCD and Strong Interactions - Hadronic Structure and Forward QCD Processes | TF: Theory Techniques for Precision Physics,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.13923.pdf
370,arxiv:2207.00124,Public Policy and Government Engagement: Congressional Advocacy for Areas Beyond HEP Funding,R. Diurba et al.,2207.00124,https://arxiv.org/abs/2207.00124,CEF,CEF: Public Policy and Government Engagement,1,https://www.slac.stanford.edu/econf/C210711/papers/2207.00124.pdf
371,arxiv:2207.00122,Public Policy and Government Engagement: Congressional Advocacy for HEP Funding (The 'DC Trip'),M. Carneiro et al.,2207.00122,https://arxiv.org/abs/2207.00122,CEF,CEF: Public Policy and Government Engagement,1,https://www.slac.stanford.edu/econf/C210711/papers/2207.00122.pdf
372,arxiv:2207.00125,Public Policy and Government Engagement: Non-Congressional Government Engagement,R. Diurba et al.,2207.00125,https://arxiv.org/abs/2207.00125,CEF,CEF: Public Policy and Government Engagement,1,https://www.slac.stanford.edu/econf/C210711/papers/2207.00125.pdf
373,arxiv:2203.06859,Puzzling Excesses in Dark Matter Searches and How to Resolve Them,R. K. Leane et al.,2203.06859,https://arxiv.org/abs/2203.06859,CF | TF,CF: Dark Matter: Particle-like | TF: Astro-Particle Physics and Cosmology,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.06859.pdf
374,arxiv:2201.03096,Quantum Aspects of Black Holes and the Emergence of Spacetime,R. Bousso et al.,2201.03096,https://arxiv.org/abs/2201.03096,TF,"TF: String Theory, Quantum Gravity, and Black Holes",1,https://www.slac.stanford.edu/econf/C210711/papers/2201.03096.pdf
375,arxiv:2203.08805,Quantum Computing for Data Analysis in High-Energy Physics,A. Delgado et al.,2203.08805,https://arxiv.org/abs/2203.08805,CompF,CompF: Quantum Computing,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.08805.pdf
376,arxiv:2204.08605,Quantum Computing Hardware for HEP Algorithms and Sensing,M. S. Alam et al.,2204.08605,https://arxiv.org/abs/2204.08605,CompF | TF,CompF: Quantum Computing | TF: Quantum Information Science,2,https://www.slac.stanford.edu/econf/C210711/papers/2204.08605.pdf
377,arxiv:2203.07091,Quantum Computing Systems and Software for High-energy Physics Research,T. S. Humble et al.,2203.07091,https://arxiv.org/abs/2203.07091,CompF,CompF: Quantum Computing,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.07091.pdf
378,arxiv:2202.05104,"Quantum Gravity and Phenomenology: Dark Matter, Dark Energy, Vacuum Selection, Emergent Spacetime, and Wormholes",P. Berglund et al.,2202.05104,https://arxiv.org/abs/2202.05104,TF,"TF: String Theory, Quantum Gravity, and Black Holes",1,https://www.slac.stanford.edu/econf/C210711/papers/2202.05104.pdf
379,arxiv:2203.07117,Quantum Information in Quantum Field Theory and Quantum Gravity,T. Faulkner et al.,2203.07117,https://arxiv.org/abs/2203.07117,TF,TF: Quantum Information Science,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.07117.pdf
